eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT
1B001               ,US_ECCN_1B001,EN,1/1/1980,8/29/2017,US_ECCN_1B,1/1/2050,"Equipment for the production or inspection of ""composite"" structures or laminates controlled by 1A002 or ""fibrous or filamentary materials"" controlled by 1C010, as follows (see List of Items Controlled), and ""specially designed"" ""components"" and ""accessories"" therefor.",US,$ Value,,
1B001.a             ,US_ECCN_1B001A,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"a. Filament winding machines, of which the motions for positioning, wrapping and winding fibers are coordinated and programmed in three or more 'primary servo positioning' axes, ""specially designed"" for the manufacture of ""composite"" structures or laminates, from ""fibrous or filamentary materials"";",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.b             ,US_ECCN_1B001B,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"b. Tape-laying machines, of which the motions for positioning and laying tape or sheets are coordinated and programmed in five or more ""primary servo positioning"" axes, ""specially designed"" for the manufacture of ""composite"" airframe or ""missile"" structures;  ",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.c             ,US_ECCN_1B001C,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"c. Multidirectional, multidimensional weaving machines or interlacing machines, including adapters and modification kits, ""specially designed"" or modified for weaving, interlacing or braiding fibers for ""composite"" structures;",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.d.1           ,US_ECCN_1B001D1,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"d. Equipment ""specially designed"" or adapted for the production of reinforcement fibers, as follows:  d.1. Equipment for converting polymeric fibers (such as polyacrylonitrile, rayon, pitch or polycarbosilane) into carbon fibers or silicon carbide fibers, including special equipment to strain the fiber during heating;",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.d.2           ,US_ECCN_1B001D2,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"d. Equipment ""specially designed"" or adapted for the production of reinforcement fibers, as follows:  d.2. Equipment for the chemical vapor deposition of elements or compounds, on heated filamentary substrates, to manufacture silicon carbide fibers;",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.d.3           ,US_ECCN_1B001D3,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"d. Equipment ""specially designed"" or adapted for the production of reinforcement fibers, as follows:  d.3. Equipment for the wet-spinning of refractory ceramics (such as aluminum oxide);",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.d.4           ,US_ECCN_1B001D4,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"d. Equipment ""specially designed"" or adapted for the production of reinforcement fibers, as follows:  d.4. Equipment for converting aluminum containing precursor fibers into alumina fibers by heat treatment;",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.e             ,US_ECCN_1B001E,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,e. Equipment for producing prepregs controlled by 1C010.e by the hot melt method;,US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.f.1           ,US_ECCN_1B001F1,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"f. Non-destructive inspection equipment ""specially designed"" for ""composite"" materials, as follows:  f.1. X-ray tomography systems for three dimensional defect inspection;",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.f.2           ,US_ECCN_1B001F2,EN,1/1/1980,8/29/2017,US_ECCN_1B001,1/1/2050,"f. Non-destructive inspection equipment ""specially designed"" for ""composite"" materials, as follows:  f.2. Numerically controlled ultrasonic testing machines of which the motions for positioning transmitters or receivers are simultaneously coordinated and programmed in four or more axes to follow the three dimensional contours of the ""part"" or ""component"" under inspection;",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B001.g             ,US_ECCN_1B001G,EN,9/30/2010,8/29/2017,US_ECCN_1B001,1/1/2050,"g. Tow-placement machines, of which the motions for positioning and laying tows are coordinated and programmed in two or more 'primary servo positioning' axes, ""specially designed"" for the manufacture of ""composite"" airframe or missile structures.  ",US,$ Value,"1. For the purpose of 1B001, 'primary servo positioning' axes control, under computer program direction, the position of the end effector (i.e., head) in space relative to the work piece at the correct orientation and direction to achieve the desired process. 2. For the purposes of 1B001, a 'filament band' is a single continuous width of fully or partially resin-impregnated tape, tow or fiber. Fully or partially resin-impregnated 'filament bands' include those coated with dry powder that tacks upon heating.",
1B002               ,US_ECCN_1B002,EN,1/1/1980,12/10/2007,US_ECCN_1B,1/1/2050,"Equipment for Producing Metal Alloys, Metal Alloy Powder or Alloyed Materials, ""specially designed"" to Avoid Contamination and ""specially designed"" for Use in One of the Processes Specified in 1C002.c.2",US,$ Value,,
1B003               ,US_ECCN_1B003,EN,1/1/1980,10/11/2013,US_ECCN_1B,1/1/2050,"Tools, dies, molds or fixtures, for ""superplastic forming"" or ""diffusion bonding"" titanium, aluminum or their alloys, ""specially designed"" for the manufacture of any of the following (see List of Items Controlled).",US,"Tools in number; dies, molds, or fixtures in $ value",,
1B003.a             ,US_ECCN_1B003A,EN,1/1/1980,5/12/2008,US_ECCN_1B003,1/1/2050,a. Airframe or aerospace structures;,US,"Tools in number; dies, molds, or fixtures in $ value",,
1B003.b             ,US_ECCN_1B003B,EN,1/1/1980,5/12/2008,US_ECCN_1B003,1/1/2050,"b. ""Aircraft"" or aerospace engines; or",US,"Tools in number; dies, molds, or fixtures in $ value",,
