eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT,AT1,AT2,CB,CB1,CB2,CB3,CC,CC1,CC2,CC3,CW,EI,FC1,MT1,MT2,NP,NP1,NP2,NS1,NS2,RS,RS1,RS2,SI,SL,SS,UN,Z,AGR,APP,APR,AVS,BAG,CIV,ENC,GBS,GFT,GOV,KMI,LVS,RPL,STA,TMP,TSR,TSU
2B225.a             ,EU_ECCN_2B225A,EN,1/1/1980,11/24/2020,EU_ECCN_2B225,1/1/2050,"a. A capability of penetrating 0,6 m or more of hot cell wall (through-the-wall operation); or",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B225.b             ,EU_ECCN_2B225B,EN,1/1/1980,11/24/2020,EU_ECCN_2B225,1/1/2050,"b. A capability of bridging over the top of a hot cell wall with a thickness of 0,6 m or more (over-the-wall operation).",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B226               ,EU_ECCN_2B226,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Controlled atmosphere (vacuum or inert gas) induction furnaces, other than those specified in 9B001 and 3B001 and power supplies therefor, as follows:",EU,,N.B. SEE ALSO 3B001 and 9B001.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B226.a             ,EU_ECCN_2B226A,EN,1/1/1980,11/24/2020,EU_ECCN_2B226,1/1/2050,a. Furnaces having all of the following characteristics - 1. Capable of operation above 1123 K (850°C); 2. Induction coils 600mm or less in diameter; and 3. Designed for power inputs of 5kW or more; ,EU,,Note - 2B226.a. does not control furnaces designed for the processing of semiconductor wafers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B226.b             ,EU_ECCN_2B226B,EN,1/1/1980,11/24/2020,EU_ECCN_2B226,1/1/2050,"b. Power supplies, with a specified power output of 5 kW or more, specially designed for furnaces specified in 2B226.a.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B227               ,EU_ECCN_2B227,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,Vacuum or other controlled atmosphere metallurgical melting and casting furnaces and related equipment as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B227.a             ,EU_ECCN_2B227A,EN,1/1/1980,11/24/2020,EU_ECCN_2B227,1/1/2050,"a. Arc remelt furnaces, arc melt furnaces and arc melt and casting furnaces having both of the following characteristics: 1. Consumable electrode capacities between 1 000 cm^3 and 20 000 cm^3; and 2. Capable of operating with melting temperatures above 1 973 K (1 700°C);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B227.b             ,EU_ECCN_2B227B,EN,1/1/1980,11/24/2020,EU_ECCN_2B227,1/1/2050,"b. Electron beam melting furnaces, plasma atomization furnaces and plasma melting furnaces, having both of the following characteristics: 1. A power of 50 kW or greater; and 2. Capable of operating with melting temperatures above 1 473 K (1 200°C);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B227.c             ,EU_ECCN_2B227C,EN,1/1/1980,11/24/2020,EU_ECCN_2B227,1/1/2050,c. Computer control and monitoring systems specially configured for any of the furnaces specified in 2B227.a. or 2B227b.;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B227.d             ,EU_ECCN_2B227D,EN,1/1/1980,11/24/2020,EU_ECCN_2B227,1/1/2050,d. Plasma torches specially designed for furnaces specified in 2B227.b. having both of the following characteristics: 1. Operating at a power greater than 50 kW; and 2. Capable of operating above 1 473 K (1 200 °C);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B227.e             ,EU_ECCN_2B227E,EN,1/1/1980,11/24/2020,EU_ECCN_2B227,1/1/2050,e. Electron beam guns specially designed for the furnaces specified in 2B227.b. operating at a power greater than 50 kW.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B228               ,EU_ECCN_2B228,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Rotor fabrication or assembly equipment, rotor straightening equipment, bellows-forming mandrels and dies,as follows -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B228.a             ,EU_ECCN_2B228A,EN,1/1/1980,11/24/2020,EU_ECCN_2B228,1/1/2050,"a. Rotor assembly equipment for assembly of gas centrifuge rotor tube sections, baffles, and end caps;",EU,,"Note - 2B228.a. includes precision mandrels, clamps, and shrink fit machines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B228.b             ,EU_ECCN_2B228B,EN,1/1/1980,11/24/2020,EU_ECCN_2B228,1/1/2050,b. Rotor straightening equipment for alignment of gas centrifuge rotor tube sections to a common axis; ,EU,,"Technical Note - In 2B228.b. such equipment normally consists of precision measuring probes linked to a computer that subsequently controls the action of, for example, pneumatic rams used for aligning the rotor tube sections.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B228.c             ,EU_ECCN_2B228C,EN,1/1/1980,11/24/2020,EU_ECCN_2B228,1/1/2050,c. Bellows-forming mandrels and dies for producing single-convolution bellows. ,EU,,"Technical Note - In 2B228.c. the bellows have all of the following characteristics - 1. Inside diameter between 75 mm and 400 mm;     2. Length equal to or greater than 12,7 mm;     3. Single convolution depth greater than 2 mm; and     4. Made of high-strength aluminium alloys, maraging steel or high strength ?fibrous or filamentary materials?.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B230               ,EU_ECCN_2B230,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"All types of 'pressure transducers' capable of measuring absolute pressures and having all of the following: a. Pressure sensing elements made of or protected by aluminium, aluminium alloy, aluminum oxide (alumina or sapphire), nickel, nickel alloy with more than 60 % nickel by weight, or fully fluorinated hydrocarbon polymers; b. Seals, if any, essential for sealing the pressure sensing element, and in direct contact with the process medium, made of or protected by aluminium, aluminium alloy, aluminum oxide (alumina or sapphire), nickel, nickel alloy with more than 60 % nickel by weight, or fully fluorinated hydrocarbon polymers; and c. Having either of the following characteristics: 1. A full scale of less than 13 kPa and an 'accuracy' of better than 1 % of full-scale; or 2. A full scale of 13 kPa or greater and an 'accuracy' of better than 130 Pa when measured at 13 kPa. ",EU,,"Technical Notes: 1. In 2B230 'pressure transducer' means a device that converts a pressure measurement into a signal. 2. For the purposes of 2B230, 'accuracy' includes non-linearity, hysteresis and repeatability at ambient temperature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B231               ,EU_ECCN_2B231,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,Vacuum pumps having all of the following characteristics: a. Input throat size equal to or greater than 380 mm; b. Pumping speed equal to or greater than 15 m^3/s; and c. Capable of producing an ultimate vacuum better than 13 mPa.,EU,,Technical Notes: 1. The pumping speed is determined at the measurement point with nitrogen gas or air. 2. The ultimate vacuum is determined at the input of the pump with the input of the pump blocked off.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B232               ,EU_ECCN_2B232,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"High-velocity gun systems (propellant, gas, coil, electromagnetic, and electrothermal types, and other advanced systems) capable of accelerating projectiles to 1,5 km/s or greater.",EU,,N.B.: SEE ALSO MILTARY GOODS CONTROLS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B233               ,EU_ECCN_2B233,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,Bellows-sealed scroll-type compressors and bellows-sealed scroll-type vacuum pumps having all of the following: a. Capable of an inlet volume flow rate of 50 m^3/h or greater; b. Capable of a pressure ratio of 2:1 or greater; and c. Having all surfaces that come in contact with the process gas made from any of the following materials: 1. Aluminium or aluminium alloy; 2. Aluminium oxide; 3. Stainless steel; 4. Nickel or nickel alloy; 5. Phosphor bronze; or 6. Fluoropolymers.,EU,,N.B. SEE ALSO 2B350.i.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350               ,EU_ECCN_2B350,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Chemical manufacturing facilities, equipment and components, as follows - ",EU,,"Note: For the purposes of 2B350, the materials used for gaskets, packing, seals, screws, washers or other materials performing a sealing function do not determine the status of control, provided that such components are designed to be interchangeable. Technical Notes: 1. ‘Carbon graphite' is a composition consisting of amorphous carbon and graphite, in which the graphite content is eight percent or more by weight. 2. For the listed materials in the above entries, the term ‘alloy' when not accompanied by a specific elemental concentration is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a             ,EU_ECCN_2B350A,EN,1/1/1980,11/24/2020,EU_ECCN_2B350,1/1/2050,"a. Reaction vessels or reactors, with or without agitators, with total internal (geometric) volume greater than 0,1 m^3 (100 litres) and less than 20 m^3 (20 000 litres), where all surfaces that come in direct contact with the chemical(s) being processed or contained are made from any of the following materials:",EU,,"N.B. For prefabricated repair assemblies, see 2B350.k.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.1           ,EU_ECCN_2B350A1,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,1. Alloys with more than 25 % nickel and 20 % chromium by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.2           ,EU_ECCN_2B350A2,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,2. Fluoropolymers (polymeric or elastomeric materials with more than 35 % fluorine by weight);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.3           ,EU_ECCN_2B350A3,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,3. Glass (including vitrified or enamelled coating or glass lining);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.4           ,EU_ECCN_2B350A4,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,4. Nickel or alloys with more than 40 % nickel by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.5           ,EU_ECCN_2B350A5,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,5. Tantalum or tantalum alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.6           ,EU_ECCN_2B350A6,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,6. Titanium or titanium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.7           ,EU_ECCN_2B350A7,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,7. Zirconium or zirconium alloys; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.a.8           ,EU_ECCN_2B350A8,EN,1/1/1980,11/24/2020,EU_ECCN_2B350A,1/1/2050,8. Niobium (columbium) or niobium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b             ,EU_ECCN_2B350B,EN,1/1/1980,11/24/2020,EU_ECCN_2B350,1/1/2050,"b. Agitators for use in reaction vessels or reactors specified in 2B350.a.; and impellers, blades or shafts designed for such agitators, where all surfaces of the agitator that come in direct contact with the chemical(s) being processed or contained are made from any of the following materials -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.1           ,EU_ECCN_2B350B1,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,1. Alloys with more than 25 % nickel and 20 % chromium by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.2           ,EU_ECCN_2B350B2,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,2. Fluoropolymers (polymeric or elastomeric materials with more than 35 % fluorine by weight);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.3           ,EU_ECCN_2B350B3,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,3. Glass (including vitrified or enamelled coatings or glass lining);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.4           ,EU_ECCN_2B350B4,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,4. Nickel or alloys with more than 40 % nickel by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.5           ,EU_ECCN_2B350B5,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,5. Tantalum or tantalum alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.6           ,EU_ECCN_2B350B6,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,6. Titanium or titanium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.7           ,EU_ECCN_2B350B7,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,7. Zirconium or zirconium alloys; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.b.8           ,EU_ECCN_2B350B8,EN,1/1/1980,11/24/2020,EU_ECCN_2B350B,1/1/2050,8. Niobium (columbium) or niobium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c             ,EU_ECCN_2B350C,EN,1/1/1980,11/24/2020,EU_ECCN_2B350,1/1/2050,"c. Storage tanks, containers or receivers with a total internal (geometric) volume greater than 0,1 m^3 (100 litres) where all surfaces that come in direct contact with the chemical(s) being processed or contained are made from any of the following materials:",EU,,"N.B. For prefabricated repair assemblies, see 2B350.k.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.1           ,EU_ECCN_2B350C1,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,1. Alloys with more than 25 % nickel and 20 % chromium by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.2           ,EU_ECCN_2B350C2,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,2. Fluoropolymers (polymeric or elastomeric materials with more than 35 % fluorine by weight);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.3           ,EU_ECCN_2B350C3,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,3. Glass (including vitrified or enamelled coatings or glass lining);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.4           ,EU_ECCN_2B350C4,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,4. Nickel or alloys with more than 40 % nickel by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.5           ,EU_ECCN_2B350C5,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,5. Tantalum or tantalum alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.6           ,EU_ECCN_2B350C6,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,6. Titanium or titanium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.7           ,EU_ECCN_2B350C7,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,7. Zirconium or zirconium alloys; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.c.8           ,EU_ECCN_2B350C8,EN,1/1/1980,11/24/2020,EU_ECCN_2B350C,1/1/2050,8. Niobium (columbium) or niobium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d             ,EU_ECCN_2B350D,EN,1/1/1980,11/24/2020,EU_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area greater than 0,15 m^2, and less than 20 m^2; and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.1           ,EU_ECCN_2B350D1,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,1. Alloys with more than 25 % nickel and 20 % chromium by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.2           ,EU_ECCN_2B350D2,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,2. Fluoropolymers (polymeric or elastomeric materials with more than 35 % fluorine by weight);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.3           ,EU_ECCN_2B350D3,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,3. Glass (including vitrified or enamelled coatings or glass lining);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.4           ,EU_ECCN_2B350D4,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,4. Graphite or 'carbon graphite';,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.5           ,EU_ECCN_2B350D5,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,5. Nickel or alloys with more than 40 % nickel by weight;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.6           ,EU_ECCN_2B350D6,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,6. Tantalum or tantalum alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.7           ,EU_ECCN_2B350D7,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,7. Titanium or titanium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.8           ,EU_ECCN_2B350D8,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,8. Zirconium or zirconium alloys;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B350.d.9           ,EU_ECCN_2B350D9,EN,1/1/1980,11/24/2020,EU_ECCN_2B350D,1/1/2050,9. Silicon carbide;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
